property_id	property_name	source	snapshot	as_of_date	year	month	status	level	metric	value
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-May-25	2026-05-25	2026	Nov	Definite	My Hotel	BKGS	8
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-May-25	2026-05-25	2026	Dec	Definite	My Hotel	RN	1205
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-May-25	2026-05-25	2026	Dec	Definite	My Hotel	ADR	339.2
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-May-25	2026-05-25	2026	Dec	Definite	My Hotel	REV	408784.2
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-May-25	2026-05-25	2026	Dec	Definite	My Hotel	BKGS	4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Prospect	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Prospect	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Prospect	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Prospect	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Prospect	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Prospect	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Prospect	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Prospect	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Prospect	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Prospect	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Prospect	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Prospect	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Prospect	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Prospect	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Prospect	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Prospect	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Prospect	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Prospect	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Prospect	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Prospect	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Prospect	My Hotel	RN	263
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Prospect	My Hotel	ADR	359.9
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Prospect	My Hotel	REV	94651.1
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Prospect	My Hotel	BKGS	4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Prospect	My Hotel	RN	726
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Prospect	My Hotel	ADR	373.3
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Prospect	My Hotel	REV	271015.8
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Prospect	My Hotel	BKGS	4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Prospect	My Hotel	RN	972
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Prospect	My Hotel	ADR	356.2
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Prospect	My Hotel	REV	346255.6
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Prospect	My Hotel	BKGS	10
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Prospect	My Hotel	RN	2243
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Prospect	My Hotel	ADR	344.5
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Prospect	My Hotel	REV	772713.5
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Prospect	My Hotel	BKGS	10
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Prospect	My Hotel	RN	1159
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Prospect	My Hotel	ADR	386.6
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Prospect	My Hotel	REV	448023
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Prospect	My Hotel	BKGS	7
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Prospect	My Hotel	RN	2380
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Prospect	My Hotel	ADR	365.6
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Prospect	My Hotel	REV	870080.4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Prospect	My Hotel	BKGS	10
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Prospect	My Hotel	RN	742
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Prospect	My Hotel	ADR	454.3
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Prospect	My Hotel	REV	337112.9
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Prospect	My Hotel	BKGS	4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Tentative	My Hotel	RN	96
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Tentative	My Hotel	ADR	417
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Tentative	My Hotel	REV	40033
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Tentative	My Hotel	BKGS	1
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Tentative	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Tentative	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Tentative	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Tentative	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Tentative	My Hotel	RN	30
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Tentative	My Hotel	ADR	400
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Tentative	My Hotel	REV	12000
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Tentative	My Hotel	BKGS	1
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Definite	My Hotel	RN	1479
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Definite	My Hotel	ADR	483
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Definite	My Hotel	REV	714357
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jan	Definite	My Hotel	BKGS	7
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Definite	My Hotel	RN	1022
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Definite	My Hotel	ADR	471.8
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Definite	My Hotel	REV	482179.6
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Feb	Definite	My Hotel	BKGS	10
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Definite	My Hotel	RN	763
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Definite	My Hotel	ADR	452.6
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Definite	My Hotel	REV	345349.1
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Mar	Definite	My Hotel	BKGS	8
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Definite	My Hotel	RN	354
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Definite	My Hotel	ADR	409.9
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Definite	My Hotel	REV	145101.1
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Apr	Definite	My Hotel	BKGS	2
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Definite	My Hotel	RN	683
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Definite	My Hotel	ADR	422.7
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Definite	My Hotel	REV	288710.9
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	May	Definite	My Hotel	BKGS	4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Definite	My Hotel	RN	302
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Definite	My Hotel	ADR	418.7
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Definite	My Hotel	REV	126435.3
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jun	Definite	My Hotel	BKGS	5
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Definite	My Hotel	RN	91
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Definite	My Hotel	ADR	212.9
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Definite	My Hotel	REV	19369.4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Jul	Definite	My Hotel	BKGS	2
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Definite	My Hotel	RN	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Definite	My Hotel	ADR	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Definite	My Hotel	REV	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Aug	Definite	My Hotel	BKGS	0
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Definite	My Hotel	RN	194
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Definite	My Hotel	ADR	418
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Definite	My Hotel	REV	81092
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Sep	Definite	My Hotel	BKGS	2
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Definite	My Hotel	RN	530
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Definite	My Hotel	ADR	412.4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Definite	My Hotel	REV	218561.4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Oct	Definite	My Hotel	BKGS	4
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Definite	My Hotel	RN	1619
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Definite	My Hotel	ADR	343.5
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Definite	My Hotel	REV	556175.1
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Nov	Definite	My Hotel	BKGS	8
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Definite	My Hotel	RN	1205
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Definite	My Hotel	ADR	339.2
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Definite	My Hotel	REV	408784.2
HDMSJ	Hacienda del Mar Los Cabos	Hotel	Snap-Jun-01	2026-06-01	2026	Dec	Definite	My Hotel	BKGS	4
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jan	Definite	My Hotel	OCC	0.177
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jan	Definite	Comp Set	OCC	0.256
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jan	Definite	Market	OCC	0.097
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Feb	Definite	My Hotel	OCC	0.135
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Feb	Definite	Comp Set	OCC	0.361
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Feb	Definite	Market	OCC	0.146
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Mar	Definite	My Hotel	OCC	0.095
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Mar	Definite	Comp Set	OCC	0.178
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Mar	Definite	Market	OCC	0.095
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Apr	Definite	My Hotel	OCC	0.052
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Apr	Definite	Comp Set	OCC	0.195
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Apr	Definite	Market	OCC	0.092
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	May	Definite	My Hotel	OCC	0.055
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	May	Definite	Comp Set	OCC	0.092
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	May	Definite	Market	OCC	0.077
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jun	Definite	My Hotel	OCC	0.035
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jun	Definite	Comp Set	OCC	0.037
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jun	Definite	Market	OCC	0.03
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jul	Definite	My Hotel	OCC	0.044
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jul	Definite	Comp Set	OCC	0.008
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jul	Definite	Market	OCC	0.007
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Aug	Definite	My Hotel	OCC	0.007
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Aug	Definite	Comp Set	OCC	0.003
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Aug	Definite	Market	OCC	0.002
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Sep	Definite	My Hotel	OCC	0
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Sep	Definite	Comp Set	OCC	0.003
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Sep	Definite	Market	OCC	0.001
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Oct	Definite	My Hotel	OCC	0.006
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Oct	Definite	Comp Set	OCC	0.019
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Oct	Definite	Market	OCC	0.01
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Nov	Definite	My Hotel	OCC	0.022
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Nov	Definite	Comp Set	OCC	0.022
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Nov	Definite	Market	OCC	0.019
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Dec	Definite	My Hotel	OCC	0.018
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Dec	Definite	Comp Set	OCC	0.005
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Dec	Definite	Market	OCC	0.011
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jan	Definite	My Hotel	RN	1484
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jan	Definite	Comp Set	RN	11133
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jan	Definite	Market	RN	12820
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Feb	Definite	My Hotel	RN	1020
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Feb	Definite	Comp Set	RN	14157
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Feb	Definite	Market	RN	17035
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Mar	Definite	My Hotel	RN	797
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Mar	Definite	Comp Set	RN	7755
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Mar	Definite	Market	RN	11214
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Apr	Definite	My Hotel	RN	421
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Apr	Definite	Comp Set	RN	8206
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Apr	Definite	Market	RN	10476
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	May	Definite	My Hotel	RN	458
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	May	Definite	Comp Set	RN	3979
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	May	Definite	Market	RN	9013
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jun	Definite	My Hotel	RN	287
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jun	Definite	Comp Set	RN	1541
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jun	Definite	Market	RN	3427
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jul	Definite	My Hotel	RN	372
HDMSJ	Hacienda del Mar Los Cabos	D360	Snap-Apr-09	2026-04-09	2026	Jul	Definite	Comp Set	RN	366
