property_id	property_name	source	snapshot	as_of_date	year	month	status	level	metric	value
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	May	Tentative	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	May	Tentative	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	May	Tentative	Market	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Jun	Tentative	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Jun	Tentative	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Jun	Tentative	Market	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Jul	Tentative	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Jul	Tentative	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Jul	Tentative	Market	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Aug	Tentative	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Aug	Tentative	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Aug	Tentative	Market	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Sep	Tentative	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Sep	Tentative	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Sep	Tentative	Market	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Oct	Tentative	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Oct	Tentative	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Oct	Tentative	Market	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Nov	Tentative	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Nov	Tentative	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Nov	Tentative	Market	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Dec	Tentative	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Dec	Tentative	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-Apr	2026-04-06	2026	Dec	Tentative	Market	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	Comp Set	OCC	0.245
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	Market	OCC	0.169
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	My Hotel	OCC	0.147
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	Comp Set	OCC	0.21
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	Market	OCC	0.178
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	My Hotel	OCC	0.176
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	Comp Set	OCC	0.211
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	Market	OCC	0.163
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	My Hotel	OCC	0.175
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	Comp Set	OCC	0.273
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	Market	OCC	0.231
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	My Hotel	OCC	0.097
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	Comp Set	OCC	0.241
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	Market	OCC	0.251
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	My Hotel	OCC	0.024
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	Comp Set	OCC	0.1
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	Market	OCC	0.118
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	Comp Set	OCC	0.024
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	Market	OCC	0.021
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	Comp Set	OCC	0.034
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	Market	OCC	0.025
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	Comp Set	OCC	0.002
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	Market	OCC	0.002
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	Comp Set	OCC	0.004
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	Market	OCC	0.008
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	Comp Set	OCC	0.022
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	Market	OCC	0.017
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	My Hotel	OCC	0.011
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	Comp Set	OCC	0.015
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	Market	OCC	0.014
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	My Hotel	RN	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	Comp Set	RN	8205
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	Market	RN	8795
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	My Hotel	RN	772
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	Comp Set	RN	6375
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	Market	RN	8396
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	My Hotel	RN	1028
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	Comp Set	RN	7072
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	Market	RN	8473
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	My Hotel	RN	987
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	Comp Set	RN	8874
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	Market	RN	11666
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	My Hotel	RN	563
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	Comp Set	RN	8078
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	Market	RN	13076
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	My Hotel	RN	137
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	Comp Set	RN	3239
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	Market	RN	5954
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	My Hotel	RN	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	Comp Set	RN	803
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	Market	RN	1106
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	My Hotel	RN	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	Comp Set	RN	1151
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	Market	RN	1327
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	My Hotel	RN	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	Comp Set	RN	49
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	Market	RN	98
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	My Hotel	RN	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	Comp Set	RN	138
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	Market	RN	426
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	My Hotel	RN	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	Comp Set	RN	722
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	Market	RN	838
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	My Hotel	RN	62
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	Comp Set	RN	497
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	Market	RN	726
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	My Hotel	ADR	672
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	Comp Set	ADR	672
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	My Hotel	ADR	595
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	Comp Set	ADR	754
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	My Hotel	ADR	744
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	Comp Set	ADR	802
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	My Hotel	ADR	728
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	Comp Set	ADR	785
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	My Hotel	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	Comp Set	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	Market	ADR	0.012
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	My Hotel	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	Comp Set	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	My Hotel	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	Comp Set	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	My Hotel	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	Comp Set	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	My Hotel	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	Comp Set	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	My Hotel	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	Comp Set	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	My Hotel	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	Comp Set	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	My Hotel	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	Comp Set	ADR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	Market	ADR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	My Hotel	RevPAR	164
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	Comp Set	RevPAR	113
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	My Hotel	RevPAR	125
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	Comp Set	RevPAR	135
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	My Hotel	RevPAR	157
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	Comp Set	RevPAR	131
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	My Hotel	RevPAR	199
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	Comp Set	RevPAR	182
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Definite	Market	RevPAR	0.369
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Nov	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	My Hotel	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	Comp Set	RevPAR	
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Dec	Definite	Market	RevPAR	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Tentative	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Tentative	Comp Set	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jan	Tentative	Market	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Tentative	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Tentative	Comp Set	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Feb	Tentative	Market	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Tentative	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Tentative	Comp Set	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Mar	Tentative	Market	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Tentative	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Tentative	Comp Set	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Apr	Tentative	Market	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Tentative	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Tentative	Comp Set	OCC	0.004
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	May	Tentative	Market	OCC	0.006
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Tentative	My Hotel	OCC	0.07
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Tentative	Comp Set	OCC	0.065
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jun	Tentative	Market	OCC	0.055
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Tentative	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Tentative	Comp Set	OCC	0.1
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Jul	Tentative	Market	OCC	0.089
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Tentative	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Tentative	Comp Set	OCC	0.062
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Aug	Tentative	Market	OCC	0.076
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Tentative	My Hotel	OCC	0.069
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Tentative	Comp Set	OCC	0.034
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Sep	Tentative	Market	OCC	0.06
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Tentative	My Hotel	OCC	0
WACR-PC	Waldorf Astoria Costa Rica Punta Cacique	D360	Snap-May-11	2026-05-11	2026	Oct	Tentative	Comp Set	OCC	0.065
